cell_name,is_seq,is_macro,is_in_clk,x0,y0,x1,y1,is_buf,is_inv,libcell_name,cell_static_power,cell_dynamic_power
FE_DBTC458_u_NV_NVDLA_cmac_u_core_dat0_actv_data_51,0,0,0,69750,23634,70128,23904,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC457_u_NV_NVDLA_cmac_u_core_dat0_actv_data_50,0,0,0,68238,23634,68400,23904,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC456_u_NV_NVDLA_cmac_u_core_dat0_actv_data_49,0,0,0,69696,23094,70020,23364,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC455_u_NV_NVDLA_cmac_u_core_dat0_actv_data_48,0,0,0,67860,25794,68022,26064,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC454_u_NV_NVDLA_cmac_u_core_dat0_actv_data_47,0,0,0,64944,59814,65322,60084,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC453_u_NV_NVDLA_cmac_u_core_dat0_actv_data_46,0,0,0,64890,60084,65214,60354,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC452_u_NV_NVDLA_cmac_u_core_dat0_actv_data_45,0,0,0,64134,59274,64404,59544,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC451_u_NV_NVDLA_cmac_u_core_dat0_actv_data_44,0,0,0,63270,57924,63594,58194,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC450_u_NV_NVDLA_cmac_u_core_dat0_actv_data_43,0,0,0,63432,56844,63864,57114,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC449_u_NV_NVDLA_cmac_u_core_dat0_actv_data_42,0,0,0,62568,55494,62892,55764,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC448_u_NV_NVDLA_cmac_u_core_dat0_actv_data_41,0,0,0,62082,55764,62460,56034,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC447_u_NV_NVDLA_cmac_u_core_dat0_actv_data_40,0,0,0,63918,54954,64242,55224,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC446_u_NV_NVDLA_cmac_u_core_dat0_actv_data_37,0,0,0,74718,42264,75096,42534,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC445_u_NV_NVDLA_cmac_u_core_dat0_actv_data_36,0,0,0,74232,42534,74556,42804,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC444_u_NV_NVDLA_cmac_u_core_dat0_actv_data_35,0,0,0,74502,43614,74934,43884,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC443_u_NV_NVDLA_cmac_u_core_dat0_actv_data_34,0,0,0,73962,43614,74178,43884,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC442_u_NV_NVDLA_cmac_u_core_dat0_actv_data_33,0,0,0,73152,43614,73530,43884,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC441_u_NV_NVDLA_cmac_u_core_dat0_actv_data_32,0,0,0,72936,44694,73314,44964,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC439_u_NV_NVDLA_cmac_u_core_dat0_actv_data_30,0,0,0,51552,34434,51930,34704,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC438_u_NV_NVDLA_cmac_u_core_dat0_actv_data_29,0,0,0,51714,31464,52038,31734,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC437_u_NV_NVDLA_cmac_u_core_dat0_actv_data_28,0,0,0,52470,32544,52794,32814,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC436_u_NV_NVDLA_cmac_u_core_dat0_actv_data_27,0,0,0,54036,32274,54576,32544,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC435_u_NV_NVDLA_cmac_u_core_dat0_actv_data_26,0,0,0,54738,32274,55062,32544,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC433_u_NV_NVDLA_cmac_u_core_dat0_actv_data_24,0,0,0,55980,32544,56196,32814,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC432_u_NV_NVDLA_cmac_u_core_dat0_actv_data_23,0,0,0,49230,40374,49500,40644,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC431_u_NV_NVDLA_cmac_u_core_dat0_actv_data_20,0,0,0,49608,40374,49824,40644,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC430_u_NV_NVDLA_cmac_u_core_dat0_actv_data_19,0,0,0,50310,39834,50742,40104,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC429_u_NV_NVDLA_cmac_u_core_dat0_actv_data_18,0,0,0,52578,39564,52740,39834,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC428_u_NV_NVDLA_cmac_u_core_dat0_actv_data_17,0,0,0,50796,39564,50958,39834,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC427_u_NV_NVDLA_cmac_u_core_dat0_actv_data_16,0,0,0,51714,39564,52038,39834,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC426_u_NV_NVDLA_cmac_u_core_dat0_actv_data_13,0,0,0,66618,74664,66780,74934,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC425_u_NV_NVDLA_cmac_u_core_dat0_actv_data_11,0,0,0,65754,72234,66078,72504,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC424_u_NV_NVDLA_cmac_u_core_dat0_actv_data_10,0,0,0,65970,72504,66348,72774,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC423_u_NV_NVDLA_cmac_u_core_dat0_actv_data_8,0,0,0,64350,71424,64620,71694,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC422_u_NV_NVDLA_cmac_u_core_dat0_actv_data_7,0,0,0,69804,62784,70020,63054,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC421_u_NV_NVDLA_cmac_u_core_dat0_actv_data_6,0,0,0,70776,63864,71046,64134,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC419_u_NV_NVDLA_cmac_u_core_dat0_actv_data_1,0,0,0,70776,61974,70938,62244,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC418_u_NV_NVDLA_cmac_u_core_dat0_actv_data_0,0,0,0,69480,62244,69642,62514,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC417_u_NV_NVDLA_cmac_u_core_dat1_actv_data_63,0,0,0,32112,57654,32328,57924,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC416_u_NV_NVDLA_cmac_u_core_dat1_actv_data_62,0,0,0,31842,57654,32058,57924,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC415_u_NV_NVDLA_cmac_u_core_dat1_actv_data_61,0,0,0,32436,57384,32814,57654,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC414_u_NV_NVDLA_cmac_u_core_dat1_actv_data_59,0,0,0,33678,56034,34002,56304,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC413_u_NV_NVDLA_cmac_u_core_dat1_actv_data_58,0,0,0,34542,54954,34866,55224,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC412_u_NV_NVDLA_cmac_u_core_dat1_actv_data_57,0,0,0,34218,55494,34758,55764,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC411_u_NV_NVDLA_cmac_u_core_dat1_actv_data_56,0,0,0,34542,53064,34758,53334,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC409_u_NV_NVDLA_cmac_u_core_dat1_actv_data_53,0,0,0,30384,21744,30546,22014,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC408_u_NV_NVDLA_cmac_u_core_dat1_actv_data_52,0,0,0,30708,20664,30870,20934,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC407_u_NV_NVDLA_cmac_u_core_dat1_actv_data_51,0,0,0,30168,22014,30600,22284,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC406_u_NV_NVDLA_cmac_u_core_dat1_actv_data_50,0,0,0,31086,23094,31248,23364,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC405_u_NV_NVDLA_cmac_u_core_dat1_actv_data_49,0,0,0,29952,21204,30114,21474,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC404_u_NV_NVDLA_cmac_u_core_dat1_actv_data_48,0,0,0,30546,23904,30708,24174,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC403_u_NV_NVDLA_cmac_u_core_dat1_actv_data_47,0,0,0,41508,53064,41940,53334,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC402_u_NV_NVDLA_cmac_u_core_dat1_actv_data_46,0,0,0,41562,54144,41940,54414,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC401_u_NV_NVDLA_cmac_u_core_dat1_actv_data_45,0,0,0,42156,53874,42534,54144,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC400_u_NV_NVDLA_cmac_u_core_dat1_actv_data_44,0,0,0,42480,52794,42804,53064,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC399_u_NV_NVDLA_cmac_u_core_dat1_actv_data_43,0,0,0,42642,51984,43074,52254,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC398_u_NV_NVDLA_cmac_u_core_dat1_actv_data_42,0,0,0,43236,50634,43614,50904,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC397_u_NV_NVDLA_cmac_u_core_dat1_actv_data_41,0,0,0,42750,50364,43182,50634,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC396_u_NV_NVDLA_cmac_u_core_dat1_actv_data_40,0,0,0,41832,49284,42102,49554,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC395_u_NV_NVDLA_cmac_u_core_dat1_actv_data_36,0,0,0,18828,35244,19098,35514,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC394_u_NV_NVDLA_cmac_u_core_dat1_actv_data_35,0,0,0,19206,34434,19746,34704,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC393_u_NV_NVDLA_cmac_u_core_dat1_actv_data_34,0,0,0,19260,34974,19422,35244,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC392_u_NV_NVDLA_cmac_u_core_dat1_actv_data_33,0,0,0,19800,35244,20124,35514,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC391_u_NV_NVDLA_cmac_u_core_dat1_actv_data_32,0,0,0,19314,35244,19584,35514,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC389_u_NV_NVDLA_cmac_u_core_dat1_actv_data_30,0,0,0,42318,18234,42642,18504,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC388_u_NV_NVDLA_cmac_u_core_dat1_actv_data_29,0,0,0,41616,18774,41940,19044,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC387_u_NV_NVDLA_cmac_u_core_dat1_actv_data_28,0,0,0,41778,19584,42102,19854,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC385_u_NV_NVDLA_cmac_u_core_dat1_actv_data_26,0,0,0,41022,21204,41346,21474,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC384_u_NV_NVDLA_cmac_u_core_dat1_actv_data_25,0,0,0,41130,21474,41670,21744,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC383_u_NV_NVDLA_cmac_u_core_dat1_actv_data_24,0,0,0,39024,21744,39294,22014,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC382_u_NV_NVDLA_cmac_u_core_dat1_actv_data_23,0,0,0,26334,29844,26658,30114,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC381_u_NV_NVDLA_cmac_u_core_dat1_actv_data_20,0,0,0,26874,27954,27144,28224,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC380_u_NV_NVDLA_cmac_u_core_dat1_actv_data_19,0,0,0,26928,28764,27198,29034,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC379_u_NV_NVDLA_cmac_u_core_dat1_actv_data_18,0,0,0,26766,30924,26928,31194,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC378_u_NV_NVDLA_cmac_u_core_dat1_actv_data_13,0,0,0,24498,73044,24660,73314,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC377_u_NV_NVDLA_cmac_u_core_dat1_actv_data_12,0,0,0,24606,72234,24768,72504,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC376_u_NV_NVDLA_cmac_u_core_dat1_actv_data_11,0,0,0,25200,71424,25470,71694,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC375_u_NV_NVDLA_cmac_u_core_dat1_actv_data_10,0,0,0,25578,70884,26010,71154,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC374_u_NV_NVDLA_cmac_u_core_dat1_actv_data_8,0,0,0,26334,70344,26604,70614,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC373_u_NV_NVDLA_cmac_u_core_dat1_actv_data_7,0,0,0,45558,46584,45774,46854,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC372_u_NV_NVDLA_cmac_u_core_dat1_actv_data_6,0,0,0,44964,46854,45288,47124,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC371_u_NV_NVDLA_cmac_u_core_dat1_actv_data_4,0,0,0,44478,46854,44802,47124,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC370_u_NV_NVDLA_cmac_u_core_dat1_actv_data_1,0,0,0,43776,48204,43938,48474,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC369_u_NV_NVDLA_cmac_u_core_dat1_actv_data_0,0,0,0,43506,48204,43668,48474,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC368_u_NV_NVDLA_cmac_u_core_dat2_actv_data_63,0,0,0,53874,62244,54090,62514,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC367_u_NV_NVDLA_cmac_u_core_dat2_actv_data_62,0,0,0,52902,61974,53226,62244,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC366_u_NV_NVDLA_cmac_u_core_dat2_actv_data_61,0,0,0,54522,62514,54792,62784,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC365_u_NV_NVDLA_cmac_u_core_dat2_actv_data_60,0,0,0,52200,60624,52524,60894,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC364_u_NV_NVDLA_cmac_u_core_dat2_actv_data_59,0,0,0,56034,62514,56412,62784,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC363_u_NV_NVDLA_cmac_u_core_dat2_actv_data_58,0,0,0,57708,62514,58032,62784,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC361_u_NV_NVDLA_cmac_u_core_dat2_actv_data_56,0,0,0,58302,61434,58518,61704,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC360_u_NV_NVDLA_cmac_u_core_dat2_actv_data_54,0,0,0,61650,19044,62028,19314,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC359_u_NV_NVDLA_cmac_u_core_dat2_actv_data_53,0,0,0,61488,20664,61704,20934,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC358_u_NV_NVDLA_cmac_u_core_dat2_actv_data_52,0,0,0,63162,20394,63432,20664,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC357_u_NV_NVDLA_cmac_u_core_dat2_actv_data_51,0,0,0,62892,22014,63216,22284,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC356_u_NV_NVDLA_cmac_u_core_dat2_actv_data_50,0,0,0,62460,23094,62622,23364,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC355_u_NV_NVDLA_cmac_u_core_dat2_actv_data_49,0,0,0,63432,20394,63648,20664,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC354_u_NV_NVDLA_cmac_u_core_dat2_actv_data_48,0,0,0,62676,25524,62838,25794,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC353_u_NV_NVDLA_cmac_u_core_dat2_actv_data_47,0,0,0,65214,52524,65646,52794,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC352_u_NV_NVDLA_cmac_u_core_dat2_actv_data_46,0,0,0,65322,53334,65700,53604,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC351_u_NV_NVDLA_cmac_u_core_dat2_actv_data_45,0,0,0,64458,52794,64836,53064,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC350_u_NV_NVDLA_cmac_u_core_dat2_actv_data_44,0,0,0,63864,52254,64134,52524,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC348_u_NV_NVDLA_cmac_u_core_dat2_actv_data_42,0,0,0,62352,50904,62676,51174,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC347_u_NV_NVDLA_cmac_u_core_dat2_actv_data_41,0,0,0,61596,50634,62028,50904,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC346_u_NV_NVDLA_cmac_u_core_dat2_actv_data_40,0,0,0,61866,49554,62136,49824,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC345_u_NV_NVDLA_cmac_u_core_dat2_actv_data_37,0,0,0,69858,31734,70182,32004,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC344_u_NV_NVDLA_cmac_u_core_dat2_actv_data_36,0,0,0,69102,31734,69426,32004,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC343_u_NV_NVDLA_cmac_u_core_dat2_actv_data_35,0,0,0,69318,31194,69858,31464,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC342_u_NV_NVDLA_cmac_u_core_dat2_actv_data_34,0,0,0,69912,32004,70128,32274,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC341_u_NV_NVDLA_cmac_u_core_dat2_actv_data_33,0,0,0,68238,32004,68670,32274,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC340_u_NV_NVDLA_cmac_u_core_dat2_actv_data_32,0,0,0,67644,32274,67968,32544,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC338_u_NV_NVDLA_cmac_u_core_dat2_actv_data_30,0,0,0,50472,18234,50850,18504,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC337_u_NV_NVDLA_cmac_u_core_dat2_actv_data_29,0,0,0,51282,19044,51660,19314,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC336_u_NV_NVDLA_cmac_u_core_dat2_actv_data_28,0,0,0,51012,19584,51336,19854,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC334_u_NV_NVDLA_cmac_u_core_dat2_actv_data_26,0,0,0,52038,20934,52416,21204,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC333_u_NV_NVDLA_cmac_u_core_dat2_actv_data_25,0,0,0,53604,22014,54144,22284,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC332_u_NV_NVDLA_cmac_u_core_dat2_actv_data_24,0,0,0,54576,22014,54792,22284,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC331_u_NV_NVDLA_cmac_u_core_dat2_actv_data_23,0,0,0,51768,28224,52146,28494,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC330_u_NV_NVDLA_cmac_u_core_dat2_actv_data_20,0,0,0,51606,27414,51822,27684,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC329_u_NV_NVDLA_cmac_u_core_dat2_actv_data_19,0,0,0,51876,27414,52308,27684,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC328_u_NV_NVDLA_cmac_u_core_dat2_actv_data_18,0,0,0,53550,29844,53712,30114,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC327_u_NV_NVDLA_cmac_u_core_dat2_actv_data_17,0,0,0,52308,27414,52524,27684,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC326_u_NV_NVDLA_cmac_u_core_dat2_actv_data_13,0,0,0,56250,76554,56412,76824,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC325_u_NV_NVDLA_cmac_u_core_dat2_actv_data_12,0,0,0,56304,74124,56466,74394,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC324_u_NV_NVDLA_cmac_u_core_dat2_actv_data_11,0,0,0,57006,74664,57438,74934,0,1,INVx6_ASAP7_75t_R,2.747289895577154e-10,0.0
FE_DBTC323_u_NV_NVDLA_cmac_u_core_dat2_actv_data_10,0,0,0,57006,74394,57330,74664,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC322_u_NV_NVDLA_cmac_u_core_dat2_actv_data_8,0,0,0,58734,73044,59058,73314,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC321_u_NV_NVDLA_cmac_u_core_dat2_actv_data_7,0,0,0,48960,49284,49176,49554,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC320_u_NV_NVDLA_cmac_u_core_dat2_actv_data_6,0,0,0,49932,49824,50256,50094,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC319_u_NV_NVDLA_cmac_u_core_dat2_actv_data_4,0,0,0,51660,50364,51876,50634,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC318_u_NV_NVDLA_cmac_u_core_dat2_actv_data_1,0,0,0,52200,50904,52362,51174,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC317_u_NV_NVDLA_cmac_u_core_dat2_actv_data_0,0,0,0,53334,50634,53496,50904,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC316_u_NV_NVDLA_cmac_u_core_dat3_actv_data_63,0,0,0,39780,70614,39996,70884,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC314_u_NV_NVDLA_cmac_u_core_dat3_actv_data_61,0,0,0,40968,71694,41238,71964,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC313_u_NV_NVDLA_cmac_u_core_dat3_actv_data_60,0,0,0,41886,73044,42102,73314,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC312_u_NV_NVDLA_cmac_u_core_dat3_actv_data_59,0,0,0,40914,71424,41292,71694,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC311_u_NV_NVDLA_cmac_u_core_dat3_actv_data_58,0,0,0,39240,70344,39564,70614,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC309_u_NV_NVDLA_cmac_u_core_dat3_actv_data_56,0,0,0,38052,69804,38268,70074,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC308_u_NV_NVDLA_cmac_u_core_dat3_actv_data_54,0,0,0,33408,23904,33732,24174,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC307_u_NV_NVDLA_cmac_u_core_dat3_actv_data_53,0,0,0,35676,23364,35838,23634,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_DBTC306_u_NV_NVDLA_cmac_u_core_dat3_actv_data_52,0,0,0,35190,24444,35406,24714,0,1,INVx2_ASAP7_75t_R,9.157639924151084e-11,0.0
FE_DBTC305_u_NV_NVDLA_cmac_u_core_dat3_actv_data_51,0,0,0,34650,25254,34920,25524,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC304_u_NV_NVDLA_cmac_u_core_dat3_actv_data_50,0,0,0,35784,24714,35946,24984,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_DBTC303_u_NV_NVDLA_cmac_u_core_dat3_actv_data_49,0,0,0,35568,24984,35838,25254,0,1,INVx3_ASAP7_75t_R,1.373650082570066e-10,0.0
FE_DBTC302_u_NV_NVDLA_cmac_u_core_dat3_actv_data_47,0,0,0,41724,64944,42264,65214,0,1,INVx8_ASAP7_75t_R,3.66305985544102e-10,0.0
FE_DBTC301_u_NV_NVDLA_cmac_u_core_dat3_actv_data_46,0,0,0,42750,64944,43074,65214,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC300_u_NV_NVDLA_cmac_u_core_dat3_actv_data_45,0,0,0,43506,66294,43884,66564,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC299_u_NV_NVDLA_cmac_u_core_dat3_actv_data_44,0,0,0,42696,67104,43074,67374,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
FE_DBTC297_u_NV_NVDLA_cmac_u_core_dat3_actv_data_42,0,0,0,42588,64404,42912,64674,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC295_u_NV_NVDLA_cmac_u_core_dat3_actv_data_40,0,0,0,40374,63324,40698,63594,0,1,INVx4_ASAP7_75t_R,1.83152992772051e-10,0.0
FE_DBTC294_u_NV_NVDLA_cmac_u_core_dat3_actv_data_37,0,0,0,18450,48744,18828,49014,0,1,INVx5_ASAP7_75t_R,2.289409911648832e-10,0.0
